序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
180,2025-09-18,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 3100股，成交价20.25，成交金额62,775.00元，现金+62,706.89元，本次盈利+3,431.23元，收益率+5.79%，剩余3200股","盈利3,431.23元 (+5.79%)",20.25,3100,62775.0,68.11,止盈条件=rising_ma20_break_3pct；14:55收盘代理价成交,3431.23,5.7886,3200,持有3200股,62706.89,,,,,
181,2025-09-19,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 3200股，成交价20.18，成交金额64,576.00元，现金+64,505.94元，本次盈利+3,318.16元，收益率+5.42%，清仓","盈利3,318.16元 (+5.42%)",20.18,3200,64576.0,70.06,低效率仓次日开盘退出,3318.16,5.4229,0,清仓,64505.94,,,,,
182,2025-09-19,杰瑞股份,sz.002353,买入,"买入杰瑞股份(sz.002353) 3800股，成交价51.61，成交金额196,118.00元，现金-196,232.73元，交易后持股3800股",建仓成本114.73元,51.61,3800,196118.0,114.73,33三日下行试错首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-114.73,,3800,持有3800股,-196232.73,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.50倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+4.7%；60日强度+40.6%；120日强度+32.9%；距120日高点-3.0%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.50倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.50倍；多周期均量扣低走高,,,
183,2025-09-22,杰瑞股份,sz.002353,卖出,"卖出杰瑞股份(sz.002353) 3800股，成交价49.65，成交金额188,670.00元，现金+188,465.29元，本次亏损-7,767.44元，收益率-3.96%，清仓","亏损-7,767.44元 (-3.96%)",49.65,3800,188670.0,204.71,收盘条件止损；14:55收盘代理价成交,-7767.44,-3.9583,0,清仓,188465.29,,,,,
184,2025-09-22,瑞芯微,sh.603893,买入,"买入瑞芯微(sh.603893) 1300股，成交价229.51，成交金额298,363.00元，现金-298,537.54元，交易后持股1300股",建仓成本174.54元,229.51,1300,298363.0,174.54,33未三日下行首仓；回调波段50%收盘放量向上突破；close_confirmed,-174.54,,1300,持有1300股,-298537.54,基本面硬条件通过且多周期强度居前；20日强度+9.8%；60日强度+42.3%；120日强度+31.1%；距120日高点-12.6%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.5,95.79 / 249.58,2025-01-06 → 2025-09-01
185,2025-09-22,锦浪科技,sz.300763,买入,"买入锦浪科技(sz.300763) 1400股，成交价81.37，成交金额113,918.00元，现金-113,984.64元，交易后持股4600股",建仓成本66.64元,81.37,1400,113918.0,66.64,"浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA5,MA20；close_confirmed",-66.64,,4600,持有4600股,-113984.64,基本面硬条件通过且多周期强度居前；20日强度+30.2%；60日强度+55.6%；120日强度+47.8%；距120日高点-5.7%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.625,56.71 / 95.64,2025-07-31 → 2025-09-08
186,2025-09-26,瑞芯微,sh.603893,卖出,"卖出瑞芯微(sh.603893) 1300股，成交价211.66，成交金额275,158.00元，现金+274,859.45元，本次亏损-23,678.09元，收益率-7.93%，清仓","亏损-23,678.09元 (-7.93%)",211.66,1300,275158.0,298.55,收盘条件止损；14:55收盘代理价成交,-23678.09,-7.9314,0,清仓,274859.45,,,,,
187,2025-09-30,藏格矿业,sz.000408,买入,"买入藏格矿业(sz.000408) 5200股，成交价57.34，成交金额298,168.00元，现金-298,342.43元，交易后持股5200股",建仓成本174.43元,57.34,5200,298168.0,174.43,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-174.43,,5200,持有5200股,-298342.43,基本面硬条件通过且多周期强度居前；20日强度+4.0%；60日强度+34.6%；120日强度+76.8%；距120日高点-1.5%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.25倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.25倍；多周期均量扣低走高,,,
188,2025-10-09,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价32.27，成交金额22,589.00元，现金+22,561.41元，本次盈利+3,983.13元，收益率+21.44%，剩余2800股","盈利3,983.13元 (+21.44%)",32.27,700,22589.0,27.59,L4；上一格卖出；开盘已触发成交,3983.13,21.4397,2800,持有2800股,22561.41,,,,,
189,2025-10-10,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1100股，成交价88.84，成交金额97,724.00元，现金+97,617.97元，本次盈利+17,039.86元，收益率+21.15%，剩余3500股","盈利17,039.86元 (+21.15%)",88.84,1100,97724.0,106.03,止盈条件=volume_node_break:2025-09-30；14:55收盘代理价成交,17039.86,21.147,3500,持有3500股,97617.97,,,,,
190,2025-10-13,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1100股，成交价86.55，成交金额95,205.00元，现金+95,101.70元，本次盈利+14,523.59元，收益率+18.02%，剩余2400股","盈利14,523.59元 (+18.02%)",86.55,1100,95205.0,103.3,止盈条件=volume_node_break:2025-10-09；14:55收盘代理价成交,14523.59,18.0242,2400,持有2400股,95101.7,,,,,
191,2025-10-13,锦浪科技,sz.300763,买入,"买入锦浪科技(sz.300763) 1000股，成交价86.55，成交金额86,550.00元，现金-86,600.63元，交易后持股3400股",建仓成本50.63元,86.55,1000,86550.0,50.63,"浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA5,MA10,MA20；close_confirmed",-50.63,,3400,持有3400股,-86600.63,基本面硬条件通过且多周期强度居前；20日强度+19.6%；60日强度+39.7%；120日强度+71.8%；距120日高点-9.2%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.625,64.38 / 99.69,2025-08-28 → 2025-10-09
192,2025-10-14,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价33.442，成交金额23,409.40元，现金+23,380.99元，本次盈利+4,802.71元，收益率+25.85%，剩余2100股","盈利4,802.71元 (+25.85%)",33.442,700,23409.4,28.41,L5；上一格卖出；盘中触及结构位成交,4802.71,25.8512,2100,持有2100股,23380.99,,,,,
193,2025-10-14,藏格矿业,sz.000408,卖出,"卖出藏格矿业(sz.000408) 5200股，成交价56.16，成交金额292,032.00元，现金+291,715.15元，本次亏损-6,627.28元，收益率-2.22%，清仓","亏损-6,627.28元 (-2.22%)",56.16,5200,292032.0,316.85,收盘条件止损；14:55收盘代理价成交,-6627.28,-2.2214,0,清仓,291715.15,,,,,
194,2025-10-15,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1000股，成交价77.895，成交金额77,895.00元，现金+77,810.48元，本次亏损-8,790.15元，收益率-10.15%，剩余2400股","亏损-8,790.15元 (-10.15%)",77.895,1000,77895.0,84.52,hard space stop 77.895；盘中硬止损成交,-8790.15,-10.1502,2400,持有2400股,77810.48,,,,,
195,2025-10-15,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1200股，成交价81.11，成交金额97,332.00元，现金+97,226.39元，本次盈利+7,690.05元，收益率+8.59%，剩余1200股","盈利7,690.05元 (+8.59%)",81.11,1200,97332.0,105.61,止盈条件=profit_floor；14:55收盘代理价成交,7690.05,8.5887,1200,持有1200股,97226.39,,,,,
196,2025-10-16,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1200股，成交价79.63，成交金额95,556.00元，现金+95,452.32元，本次亏损-2,248.80元，收益率-2.30%，清仓","亏损-2,248.80元 (-2.30%)",79.63,1200,95556.0,103.68,收盘条件止损；14:55收盘代理价成交,-2248.8,-2.3017,0,清仓,95452.32,,,,,
197,2025-10-21,珠海冠宇,sh.688772,买入,"买入珠海冠宇(sh.688772) 11600股，成交价25.55，成交金额296,380.00元，现金-296,553.38元，交易后持股11600股",建仓成本173.38元,25.55,11600,296380.0,173.38,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-173.38,,11600,持有11600股,-296553.38,基本面硬条件通过且多周期强度居前；20日强度+11.7%；60日强度+83.7%；120日强度+95.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.36倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.36倍；多周期均量扣低走高,,,
198,2025-10-22,珠海冠宇,sh.688772,卖出,"卖出珠海冠宇(sh.688772) 11600股，成交价25.05，成交金额290,580.00元，现金+290,264.72元，本次亏损-6,288.66元，收益率-2.12%，清仓","亏损-6,288.66元 (-2.12%)",25.05,11600,290580.0,315.28,开盘未站上25.450；跳空止损成交,-6288.66,-2.1206,0,清仓,290264.72,,,,,
199,2025-10-24,立讯精密,sz.002475,买入,"买入立讯精密(sz.002475) 4700股，成交价63.71，成交金额299,437.00元，现金-299,612.17元，交易后持股4700股",建仓成本175.17元,63.71,4700,299437.0,175.17,33未三日下行首仓；回调波段50%收盘放量向上突破；跳空向上加分；close_confirmed,-175.17,,4700,持有4700股,-299612.17,基本面硬条件通过且多周期强度居前；20日强度+15.6%；60日强度+58.4%；120日强度+96.6%；距120日高点-14.3%；MA20/MA60同步上扬；贴近上扬MA20支撑,MA20/MA60同步上扬；贴近上扬MA20支撑,0.5,30.75 / 71.97,2025-06-16 → 2025-09-24
200,2025-10-31,立讯精密,sz.002475,卖出,"卖出立讯精密(sz.002475) 4700股，成交价62.8，成交金额295,160.00元，现金+294,839.75元，本次亏损-4,772.42元，收益率-1.59%，清仓","亏损-4,772.42元 (-1.59%)",62.8,4700,295160.0,320.25,收盘条件止损；14:55收盘代理价成交,-4772.42,-1.5929,0,清仓,294839.75,,,,,
201,2025-11-05,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价27.74，成交金额19,418.00元，现金-19,432.71元，交易后持股2800股",建仓成本14.71元,27.74,700,19418.0,14.71,L4；价值线网格第4份；开盘已触发成交,-14.71,,2800,持有2800股,-19432.71,,,,,
202,2025-11-05,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价27.74，成交金额19,418.00元，现金-19,432.71元，交易后持股3500股",建仓成本14.71元,27.74,700,19418.0,14.71,L5；价值线网格第5份；开盘已触发成交,-14.71,,3500,持有3500股,-19432.71,,,,,
203,2025-11-05,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价27.74，成交金额19,418.00元，现金-19,432.71元，交易后持股4200股",建仓成本14.71元,27.74,700,19418.0,14.71,L6；价值线网格第6份；开盘已触发成交,-14.71,,4200,持有4200股,-19432.71,,,,,
204,2025-11-10,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价30.402，成交金额21,281.27元，现金+21,254.99元，本次盈利+1,822.28元，收益率+9.38%，剩余3500股","盈利1,822.28元 (+9.38%)",30.402,700,21281.27,26.28,L6；上一格卖出；盘中触及结构位成交,1822.28,9.3774,3500,持有3500股,21254.99,,,,,
205,2025-11-13,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 8700股，成交价34.35，成交金额298,845.00元，现金-299,019.82元，交易后持股8700股",建仓成本174.82元,34.35,8700,298845.0,174.82,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-174.82,,8700,持有8700股,-299019.82,基本面硬条件通过且多周期强度居前；20日强度+6.0%；60日强度+45.7%；120日强度+73.2%；距120日高点-9.7%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,,,
206,2025-11-14,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 8700股，成交价33.94，成交金额295,278.00元，现金+294,957.62元，本次亏损-4,062.20元，收益率-1.36%，清仓","亏损-4,062.20元 (-1.36%)",33.94,8700,295278.0,320.38,开盘未站上34.190；跳空止损成交,-4062.2,-1.3585,0,清仓,294957.62,,,,,
207,2025-11-17,海博思创,sh.688411,买入,"买入海博思创(sh.688411) 800股，成交价352.815，成交金额282,252.00元，现金-282,417.12元，交易后持股800股",建仓成本165.12元,352.815,800,282252.0,165.12,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-165.12,,800,持有800股,-282417.12,基本面硬条件通过且多周期强度居前；20日强度+39.3%；60日强度+298.1%；120日强度+451.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.34倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.34倍；多周期均量扣低走高,,,
208,2025-11-18,海博思创,sh.688411,卖出,"卖出海博思创(sh.688411) 800股，成交价317.534，成交金额254,027.20元，现金+253,751.58元，本次亏损-28,665.54元，收益率-10.15%，清仓","亏损-28,665.54元 (-10.15%)",317.534,800,254027.2,275.62,hard space stop 317.534；盘中硬止损成交,-28665.54,-10.1501,0,清仓,253751.58,,,,,
209,2025-11-28,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价31.922，成交金额22,345.33元，现金+22,317.99元，本次盈利+2,885.28元，收益率+14.85%，剩余2800股","盈利2,885.28元 (+14.85%)",31.922,700,22345.33,27.35,L4；上一格卖出；盘中触及结构位成交,2885.28,14.8475,2800,持有2800股,22317.99,,,,,
210,2025-12-08,睿创微纳,sh.688002,买入,"买入睿创微纳(sh.688002) 3400股，成交价84.37，成交金额286,858.00元，现金-287,025.81元，交易后持股3400股",建仓成本167.81元,84.37,3400,286858.0,167.81,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-167.81,,3400,持有3400股,-287025.81,基本面硬条件通过且多周期强度居前；20日强度+6.8%；60日强度+19.3%；120日强度+39.5%；距120日高点-4.6%；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.77倍；多周期均量扣低走高,收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.77倍；多周期均量扣低走高,,,
211,2025-12-09,睿创微纳,sh.688002,卖出,"卖出睿创微纳(sh.688002) 3400股，成交价84.06，成交金额285,804.00元，现金+285,493.90元，本次亏损-1,531.91元，收益率-0.53%，清仓","亏损-1,531.91元 (-0.53%)",84.06,3400,285804.0,310.1,开盘未站上84.190；跳空止损成交,-1531.91,-0.5337,0,清仓,285493.9,,,,,
212,2025-12-12,紫金矿业,sh.601899,买入,"买入紫金矿业(sh.601899) 9600股，成交价31.24，成交金额299,904.00元，现金-300,079.44元，交易后持股9600股",建仓成本175.44元,31.24,9600,299904.0,175.44,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-175.44,,9600,持有9600股,-300079.44,基本面硬条件通过且多周期强度居前；20日强度+0.8%；60日强度+23.9%；120日强度+66.2%；距120日高点-4.4%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
213,2025-12-16,紫金矿业,sh.601899,卖出,"卖出紫金矿业(sh.601899) 9600股，成交价29.88，成交金额286,848.00元，现金+286,536.77元，本次亏损-13,542.67元，收益率-4.51%，清仓","亏损-13,542.67元 (-4.51%)",29.88,9600,286848.0,311.23,收盘条件止损；14:55收盘代理价成交,-13542.67,-4.513,0,清仓,286536.77,,,,,
214,2025-12-23,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价33.6，成交金额23,520.00元，现金+23,491.48元，本次盈利+4,058.77元，收益率+20.89%，剩余2100股","盈利4,058.77元 (+20.89%)",33.6,700,23520.0,28.52,L5；上一格卖出；开盘已触发成交,4058.77,20.8863,2100,持有2100股,23491.48,,,,,
215,2025-12-23,中金黄金,sh.600489,买入,"买入中金黄金(sh.600489) 8200股，成交价24.13，成交金额197,866.00元，现金-197,981.75元，交易后持股8200股",建仓成本115.75元,24.13,8200,197866.0,115.75,33三日下行试错首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-115.75,,8200,持有8200股,-197981.75,基本面硬条件通过且多周期强度居前；20日强度+12.6%；60日强度+30.6%；120日强度+69.3%；距120日高点-6.5%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
216,2025-12-24,中金黄金,sh.600489,卖出,"卖出中金黄金(sh.600489) 8200股，成交价23.95，成交金额196,390.00元，现金+196,176.92元，本次亏损-1,804.83元，收益率-0.91%，清仓","亏损-1,804.83元 (-0.91%)",23.95,8200,196390.0,213.08,收盘条件止损；14:55收盘代理价成交,-1804.83,-0.9116,0,清仓,196176.92,,,,,
217,2026-01-05,亚钾国际,sz.000893,买入,"买入亚钾国际(sz.000893) 6000股，成交价49.8，成交金额298,800.00元，现金-298,974.80元，交易后持股6000股",建仓成本174.80元,49.8,6000,298800.0,174.8,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.8,,6000,持有6000股,-298974.8,基本面硬条件通过且多周期强度居前；20日强度+3.1%；60日强度+22.5%；120日强度+54.8%；距120日高点-0.2%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
218,2026-01-20,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 800股，成交价34.67，成交金额27,736.00元，现金-27,754.87元，交易后持股2900股",建仓成本18.87元,34.67,800,27736.0,18.87,左转右切换；加仓不超过原左仓一半；33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-18.87,,2900,持有2900股,-27754.87,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
219,2026-01-20,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 5700股，成交价52.075，成交金额296,827.50元，现金-297,001.14元，交易后持股5700股",建仓成本173.64元,52.075,5700,296827.5,173.64,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-173.64,,5700,持有5700股,-297001.14,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+41.2%；60日强度+90.6%；120日强度+145.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
220,2026-01-27,亚钾国际,sz.000893,卖出,"卖出亚钾国际(sz.000893) 1200股，成交价57.99，成交金额69,588.00元，现金+69,512.50元，本次盈利+9,717.54元，收益率+16.25%，剩余4800股","盈利9,717.54元 (+16.25%)",57.99,1200,69588.0,75.5,止盈条件=volume_node_break:2026-01-22；14:55收盘代理价成交,9717.54,16.2514,4800,持有4800股,69512.5,,,,,
221,2026-01-27,亚钾国际,sz.000893,买入,"买入亚钾国际(sz.000893) 2000股，成交价57.99，成交金额115,980.00元，现金-116,047.85元，交易后持股6800股",建仓成本67.85元,57.99,2000,115980.0,67.85,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5,MA10；close_confirmed",-67.85,,6800,持有6800股,-116047.85,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+27.7%；60日强度+39.9%；120日强度+81.5%；距120日高点-1.2%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.75,48.64 / 60.82,2026-01-12 → 2026-01-23
222,2026-01-29,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1100股，成交价59.63，成交金额65,593.00元，现金+65,521.83元，本次盈利+8,205.82元，收益率+14.32%，剩余4600股","盈利8,205.82元 (+14.32%)",59.63,1100,65593.0,71.17,止盈条件=trailing_10；14:55收盘代理价成交,8205.82,14.3168,4600,持有4600股,65521.83,,,,,
223,2026-01-29,亚钾国际,sz.000893,卖出,"卖出亚钾国际(sz.000893) 2000股，成交价57.17，成交金额114,340.00元，现金+114,215.94元，本次亏损-1,831.91元，收益率-1.58%，剩余4800股","亏损-1,831.91元 (-1.58%)",57.17,2000,114340.0,124.06,收盘条件止损；14:55收盘代理价成交,-1831.91,-1.5786,4800,持有4800股,114215.94,,,,,
224,2026-01-29,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 2000股，成交价59.63，成交金额119,260.00元，现金-119,329.77元，交易后持股6600股",建仓成本69.77元,59.63,2000,119260.0,69.77,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5,MA10；close_confirmed",-69.77,,6600,持有6600股,-119329.77,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+60.1%；60日强度+81.9%；120日强度+187.7%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍；多周期均量扣低走高,0.75,32.08 / 68.77,2025-11-28 → 2026-01-27
225,2026-01-30,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 2000股，成交价56.2，成交金额112,400.00元，现金+112,278.05元，本次亏损-7,051.72元，收益率-5.91%，剩余4600股","亏损-7,051.72元 (-5.91%)",56.2,2000,112400.0,121.95,收盘条件止损；14:55收盘代理价成交,-7051.72,-5.9094,4600,持有4600股,112278.05,,,,,
226,2026-01-30,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 500股，成交价42.84，成交金额21,420.00元，现金+21,393.58元，本次盈利+8,123.38元，收益率+61.22%，剩余2400股","盈利8,123.38元 (+61.22%)",42.84,500,21420.0,26.42,止盈条件=trailing_10；14:55收盘代理价成交,8123.38,61.2152,2400,持有2400股,21393.58,,,,,
227,2026-01-30,亚钾国际,sz.000893,买入,"买入亚钾国际(sz.000893) 2100股，成交价55.89，成交金额117,369.00元，现金-117,437.66元，交易后持股6900股",建仓成本68.66元,55.89,2100,117369.0,68.66,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA10,MA20；close_confirmed",-68.66,,6900,持有6900股,-117437.66,基本面硬条件通过且多周期强度居前；20日强度+19.5%；60日强度+40.8%；120日强度+78.9%；距120日高点-4.5%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.75,40.8 / 60.82,2025-11-25 → 2026-01-23
228,2026-02-02,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1100股，成交价53.41，成交金额58,751.00元，现金+58,687.25元，本次盈利+1,371.24元，收益率+2.39%，剩余3500股","盈利1,371.24元 (+2.39%)",53.41,1100,58751.0,63.75,止盈条件=profit_floor；14:55收盘代理价成交,1371.24,2.3924,3500,持有3500股,58687.25,,,,,
229,2026-02-02,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 600股，成交价38.55，成交金额23,130.00元，现金+23,101.87元，本次盈利+7,177.63元，收益率+45.07%，剩余1800股","盈利7,177.63元 (+45.07%)",38.55,600,23130.0,28.13,止盈条件=volume_node_break:2026-01-29；14:55收盘代理价成交,7177.63,45.0736,1800,持有1800股,23101.87,,,,,
230,2026-02-02,亚钾国际,sz.000893,卖出,"卖出亚钾国际(sz.000893) 2100股，成交价52.04，成交金额109,284.00元，现金+109,165.43元，本次亏损-8,272.23元，收益率-7.04%，剩余4800股","亏损-8,272.23元 (-7.04%)",52.04,2100,109284.0,118.57,收盘条件止损；14:55收盘代理价成交,-8272.23,-7.0439,4800,持有4800股,109165.43,,,,,
231,2026-02-02,亚钾国际,sz.000893,卖出,"卖出亚钾国际(sz.000893) 3600股，成交价52.04，成交金额187,344.00元，现金+187,140.73元，本次盈利+7,755.85元，收益率+4.32%，剩余1200股","盈利7,755.85元 (+4.32%)",52.04,3600,187344.0,203.27,"止盈条件=profit_floor,rising_ma20_break_3pct,trailing_10；14:55收盘代理价成交",7755.85,4.3236,1200,持有1200股,187140.73,,,,,
232,2026-02-02,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价38.55，成交金额26,985.00元，现金-27,003.49元，交易后持股2500股",建仓成本18.49元,38.55,700,26985.0,18.49,浮盈加仓50%；上涨波段50.0%拉回支撑5%区域；共振=MA10；close_confirmed,-18.49,,2500,持有2500股,-27003.49,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+38.3%；60日强度+47.7%；120日强度+75.4%；距120日高点-10.0%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.5,26.02 / 51.07,2025-09-04 → 2026-01-29
233,2026-02-03,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 600股，成交价39.45，成交金额23,670.00元，现金+23,641.33元，本次盈利+7,717.09元，收益率+48.46%，剩余1900股","盈利7,717.09元 (+48.46%)",39.45,600,23670.0,28.67,止盈条件=volume_node_break:2026-01-23；14:55收盘代理价成交,7717.09,48.4613,1900,持有1900股,23641.33,,,,,
234,2026-02-03,亚钾国际,sz.000893,卖出,"卖出亚钾国际(sz.000893) 1200股，成交价55.0，成交金额66,000.00元，现金+65,928.39元，本次盈利+6,133.43元，收益率+10.26%，清仓","盈利6,133.43元 (+10.26%)",55.0,1200,66000.0,71.61,止盈条件=maximum_profit_half；14:55收盘代理价成交,6133.43,10.2574,0,清仓,65928.39,,,,,
235,2026-02-04,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价38.21，成交金额26,747.00元，现金+26,715.25元，本次亏损-288.24元，收益率-1.07%，剩余1200股",亏损-288.24元 (-1.07%),38.21,700,26747.0,31.75,收盘条件止损；14:55收盘代理价成交,-288.24,-1.0674,1200,持有1200股,26715.25,,,,,
236,2026-02-04,中原传媒,sz.000719,买入,"买入中原传媒(sz.000719) 22300股，成交价13.44，成交金额299,712.00元，现金-299,887.33元，交易后持股22300股",建仓成本175.33元,13.44,22300,299712.0,175.33,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-175.33,,22300,持有22300股,-299887.33,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
